0.37	0.0100981	-0.00600395	-0.0123335	0.412038	0.706854	1.34968	0.40194	0.712858	1.36202
0.372	0.0101735	-0.00600428	-0.0122014	0.412143	0.706883	1.34996	0.40197	0.712888	1.36216
0.374	0.0102476	-0.00600373	-0.0120684	0.412247	0.706913	1.35024	0.401999	0.712917	1.36231
0.376	0.0103203	-0.00600228	-0.0119343	0.412349	0.706944	1.35052	0.402028	0.712946	1.36246
0.378	0.0103917	-0.00599995	-0.0117993	0.412449	0.706975	1.3508	0.402058	0.712975	1.3626
0.38	0.0104616	-0.00599671	-0.0116633	0.412548	0.707008	1.35108	0.402087	0.713004	1.36275
0.382	0.01053	-0.00599257	-0.0115265	0.412646	0.707041	1.35137	0.402116	0.713033	1.36289
0.384	0.010597	-0.00598751	-0.0113887	0.412741	0.707075	1.35165	0.402144	0.713062	1.36304
0.386	0.0106625	-0.00598154	-0.0112501	0.412836	0.707109	1.35193	0.402173	0.713091	1.36318
0.388	0.0107265	-0.00597464	-0.0111106	0.412928	0.707145	1.35221	0.402202	0.71312	1.36332
0.39	0.010789	-0.00596682	-0.0109703	0.413019	0.707181	1.3525	0.40223	0.713148	1.36347
0.392	0.01085	-0.00595807	-0.0108293	0.413109	0.707218	1.35278	0.402259	0.713176	1.36361
0.394	0.0109094	-0.00594838	-0.0106875	0.413196	0.707256	1.35306	0.402287	0.713205	1.36375
0.396	0.0109672	-0.00593774	-0.0105449	0.413282	0.707295	1.35334	0.402315	0.713233	1.36389
0.398	0.0110234	-0.00592617	-0.0104017	0.413366	0.707335	1.35363	0.402343	0.713261	1.36403
0.4	0.011078	-0.00591364	-0.0102578	0.413449	0.707375	1.35391	0.402371	0.713289	1.36417
0.402	0.011131	-0.00590017	-0.0101132	0.41353	0.707416	1.3542	0.402399	0.713317	1.36431
0.404	0.0111823	-0.00588574	-0.00996798	0.413609	0.707459	1.35448	0.402426	0.713344	1.36445
0.406	0.011232	-0.00587035	-0.00982216	0.413686	0.707502	1.35476	0.402454	0.713372	1.36458
0.408	0.01128	-0.00585399	-0.00967577	0.413762	0.707545	1.35505	0.402482	0.713399	1.36472
0.41	0.0113263	-0.00583668	-0.00952883	0.413835	0.70759	1.35533	0.402509	0.713427	1.36486
0.412	0.011371	-0.00581839	-0.00938136	0.413907	0.707636	1.35561	0.402536	0.713454	1.365
0.414	0.0114139	-0.00579914	-0.00923339	0.413977	0.707682	1.3559	0.402563	0.713481	1.36513
